# calcal Modern Hindu Reference corpus (reference-generated; NOT official data).
# Generated: 2026-08-03T07:02:21Z | calcal 1.0.4 | R version 4.3.3 (2024-02-29) | generator sha256 unknown
# Range: 1990-01-01..2039-12-31 | models: modern-hindu-lunar, modern-hindu-solar, old-hindu-lunar, old-hindu-solar | one row per date per model.
# Location/profile: calcal built-in Modern Hindu reference location (Ujjain); amanta month naming.
# Lineage: Reingold-Dershowitz Calendrical Calculations via calcal (Apache-2.0). Old Hindu models are
#   for algorithm-family regression only and must not be compared against modern Panchang expectations.
"gregorian_date","fixed_date","calendar_model","month_system","lunar_year","lunar_month","lunar_day","is_leap_month","is_leap_day","solar_year","solar_month","solar_day","source_class","source_id","source_version","location_id","timezone","utc_offset","transcription_method","quality_status"
"1990-01-11",726478,"modern-hindu-lunar","amanta",2046,10,15,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-12",726479,"modern-hindu-lunar","amanta",2046,10,16,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-13",726480,"modern-hindu-lunar","amanta",2046,10,17,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-14",726481,"modern-hindu-lunar","amanta",2046,10,18,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-15",726482,"modern-hindu-lunar","amanta",2046,10,19,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-16",726483,"modern-hindu-lunar","amanta",2046,10,20,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-17",726484,"modern-hindu-lunar","amanta",2046,10,21,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-18",726485,"modern-hindu-lunar","amanta",2046,10,22,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-19",726486,"modern-hindu-lunar","amanta",2046,10,23,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-20",726487,"modern-hindu-lunar","amanta",2046,10,24,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-21",726488,"modern-hindu-lunar","amanta",2046,10,25,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-22",726489,"modern-hindu-lunar","amanta",2046,10,26,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-23",726490,"modern-hindu-lunar","amanta",2046,10,27,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-24",726491,"modern-hindu-lunar","amanta",2046,10,28,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-25",726492,"modern-hindu-lunar","amanta",2046,10,29,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-26",726493,"modern-hindu-lunar","amanta",2046,10,30,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-27",726494,"modern-hindu-lunar","amanta",2046,11,1,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-28",726495,"modern-hindu-lunar","amanta",2046,11,2,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-29",726496,"modern-hindu-lunar","amanta",2046,11,3,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-30",726497,"modern-hindu-lunar","amanta",2046,11,4,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-01-31",726498,"modern-hindu-lunar","amanta",2046,11,5,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-01",726499,"modern-hindu-lunar","amanta",2046,11,6,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-02",726500,"modern-hindu-lunar","amanta",2046,11,7,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-03",726501,"modern-hindu-lunar","amanta",2046,11,8,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-04",726502,"modern-hindu-lunar","amanta",2046,11,9,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-05",726503,"modern-hindu-lunar","amanta",2046,11,11,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-06",726504,"modern-hindu-lunar","amanta",2046,11,12,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-07",726505,"modern-hindu-lunar","amanta",2046,11,13,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-08",726506,"modern-hindu-lunar","amanta",2046,11,14,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-09",726507,"modern-hindu-lunar","amanta",2046,11,15,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-10",726508,"modern-hindu-lunar","amanta",2046,11,16,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-11",726509,"modern-hindu-lunar","amanta",2046,11,17,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-12",726510,"modern-hindu-lunar","amanta",2046,11,18,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-13",726511,"modern-hindu-lunar","amanta",2046,11,19,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-14",726512,"modern-hindu-lunar","amanta",2046,11,20,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-15",726513,"modern-hindu-lunar","amanta",2046,11,21,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-16",726514,"modern-hindu-lunar","amanta",2046,11,21,FALSE,TRUE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-17",726515,"modern-hindu-lunar","amanta",2046,11,22,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-18",726516,"modern-hindu-lunar","amanta",2046,11,23,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-19",726517,"modern-hindu-lunar","amanta",2046,11,24,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-20",726518,"modern-hindu-lunar","amanta",2046,11,25,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-21",726519,"modern-hindu-lunar","amanta",2046,11,26,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-22",726520,"modern-hindu-lunar","amanta",2046,11,27,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-23",726521,"modern-hindu-lunar","amanta",2046,11,28,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-24",726522,"modern-hindu-lunar","amanta",2046,11,29,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-25",726523,"modern-hindu-lunar","amanta",2046,11,30,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-26",726524,"modern-hindu-lunar","amanta",2046,12,1,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-27",726525,"modern-hindu-lunar","amanta",2046,12,2,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-02-28",726526,"modern-hindu-lunar","amanta",2046,12,3,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-01",726527,"modern-hindu-lunar","amanta",2046,12,4,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-02",726528,"modern-hindu-lunar","amanta",2046,12,6,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-03",726529,"modern-hindu-lunar","amanta",2046,12,7,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-04",726530,"modern-hindu-lunar","amanta",2046,12,8,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-05",726531,"modern-hindu-lunar","amanta",2046,12,9,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-06",726532,"modern-hindu-lunar","amanta",2046,12,10,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-07",726533,"modern-hindu-lunar","amanta",2046,12,11,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-08",726534,"modern-hindu-lunar","amanta",2046,12,12,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-09",726535,"modern-hindu-lunar","amanta",2046,12,13,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-10",726536,"modern-hindu-lunar","amanta",2046,12,14,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-11",726537,"modern-hindu-lunar","amanta",2046,12,15,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-12",726538,"modern-hindu-lunar","amanta",2046,12,16,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-13",726539,"modern-hindu-lunar","amanta",2046,12,17,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-14",726540,"modern-hindu-lunar","amanta",2046,12,18,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-15",726541,"modern-hindu-lunar","amanta",2046,12,19,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-16",726542,"modern-hindu-lunar","amanta",2046,12,20,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-17",726543,"modern-hindu-lunar","amanta",2046,12,21,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-18",726544,"modern-hindu-lunar","amanta",2046,12,22,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-19",726545,"modern-hindu-lunar","amanta",2046,12,23,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-20",726546,"modern-hindu-lunar","amanta",2046,12,24,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-21",726547,"modern-hindu-lunar","amanta",2046,12,25,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-22",726548,"modern-hindu-lunar","amanta",2046,12,26,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-23",726549,"modern-hindu-lunar","amanta",2046,12,27,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-24",726550,"modern-hindu-lunar","amanta",2046,12,28,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-25",726551,"modern-hindu-lunar","amanta",2046,12,29,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-26",726552,"modern-hindu-lunar","amanta",2046,12,30,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-27",726553,"modern-hindu-lunar","amanta",2047,1,1,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-28",726554,"modern-hindu-lunar","amanta",2047,1,2,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-29",726555,"modern-hindu-lunar","amanta",2047,1,3,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-30",726556,"modern-hindu-lunar","amanta",2047,1,4,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-03-31",726557,"modern-hindu-lunar","amanta",2047,1,5,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-01",726558,"modern-hindu-lunar","amanta",2047,1,6,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-02",726559,"modern-hindu-lunar","amanta",2047,1,7,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-03",726560,"modern-hindu-lunar","amanta",2047,1,8,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-04",726561,"modern-hindu-lunar","amanta",2047,1,10,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-05",726562,"modern-hindu-lunar","amanta",2047,1,11,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-06",726563,"modern-hindu-lunar","amanta",2047,1,12,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-07",726564,"modern-hindu-lunar","amanta",2047,1,13,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-08",726565,"modern-hindu-lunar","amanta",2047,1,14,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-09",726566,"modern-hindu-lunar","amanta",2047,1,15,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-10",726567,"modern-hindu-lunar","amanta",2047,1,15,FALSE,TRUE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-11",726568,"modern-hindu-lunar","amanta",2047,1,16,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-12",726569,"modern-hindu-lunar","amanta",2047,1,17,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-13",726570,"modern-hindu-lunar","amanta",2047,1,18,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-14",726571,"modern-hindu-lunar","amanta",2047,1,19,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-15",726572,"modern-hindu-lunar","amanta",2047,1,20,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-16",726573,"modern-hindu-lunar","amanta",2047,1,21,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-17",726574,"modern-hindu-lunar","amanta",2047,1,22,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-18",726575,"modern-hindu-lunar","amanta",2047,1,23,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-19",726576,"modern-hindu-lunar","amanta",2047,1,24,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-20",726577,"modern-hindu-lunar","amanta",2047,1,25,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-21",726578,"modern-hindu-lunar","amanta",2047,1,26,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-22",726579,"modern-hindu-lunar","amanta",2047,1,27,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-23",726580,"modern-hindu-lunar","amanta",2047,1,28,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-24",726581,"modern-hindu-lunar","amanta",2047,1,29,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-25",726582,"modern-hindu-lunar","amanta",2047,1,30,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-26",726583,"modern-hindu-lunar","amanta",2047,2,1,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-27",726584,"modern-hindu-lunar","amanta",2047,2,3,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-28",726585,"modern-hindu-lunar","amanta",2047,2,4,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-29",726586,"modern-hindu-lunar","amanta",2047,2,5,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
"1990-04-30",726587,"modern-hindu-lunar","amanta",2047,2,6,FALSE,FALSE,,,,"reference-generated","calcal-modern-hindu-lunar","1.0.4","calcal-builtin-ujjain","Asia/Kolkata","+05:30","generated","verified"
